Manufacturer_Name,Approved_MFG_Location,Location Status,Usage Status,Quality Agreement,Current Audit Document,Approval Document/Reference#,Quality Due Date,Function,Quality Risk,Description of Goods/Services,Material Group,Amgen site,Supplier ID,Billing Vendor ID,Managed by,Subcategory,Billing Vendor Name,Billing Vendor Address,Last Changed By,Created on,Description
FRIGOLANDA NEDERLAND B V FRIGOLANDA,"DONGEN,07,NL",APPROVED,Acceptable,QAGR-401655,AMS-57891,REC-563702,09/17/2022,WAREHOUSING,High,TRANSPORT & WAREHOUSE SERVICE PROVIDERS,WAREH,NETB,100207592,100207592,NETB – ABR WAREHOUSE & DISTRIBUTION,3RD PARTY LOGISTICS/WAREHOUSING FOR SITE/INTERNAL AMGEN SUPPORT,FRIGOLANDA NEDERLAND B V,"DONGEN,07,NL",NMARINOS,09/21/2017,Warehousing
PLOTLY TECHNOLOGIES  INC,"MONTREAL,QC,CA",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-589468,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSM,GLOBAL,100207783,100207783,"ASN5452689,ASN5452685,ASN5452685,5730385",SOFTWARE MAINTENANCE - ON TANGIBLE MEDIA,PLOTLY TECHNOLOGIES  INC,"MONTREAL,QC,CA",NMARINOS,12/17/2020,IS Software Maint
PLOTLY TECHNOLOGIES  INC,"MONTREAL,QC,CA",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-589468,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSME,GLOBAL,100207783,100207783,"ASN5452689,ASN5452685,ASN5452685,5730385","IS - SOFTWARE MAINTENANCE, ELECTRONIC - GMP",PLOTLY TECHNOLOGIES  INC,"MONTREAL,QC,CA",NMARINOS,11/19/2020,IS Sftwre Maint-Elec
PLOTLY TECHNOLOGIES  INC,"MONTREAL,QC,CA",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-589468,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSLDL,GLOBAL,100207783,100207783,"ASN5452689,ASN5452685,ASN5452685,5730385",SOFTWARE LICENSE DOWNLOAD VIA ELECTRONIC DOWNLOAD,PLOTLY TECHNOLOGIES  INC,"MONTREAL,QC,CA",NMARINOS,12/17/2020,IS SW Lic Download
PLOTLY TECHNOLOGIES  INC,"MONTREAL,QC,CA",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-589468,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSLND,GLOBAL,100207783,100207783,"ASN5452689,ASN5452685,ASN5452685,5730385",SOFTWARE LICENSE DOWNLOAD VIA PHYSICAL MEDIA,PLOTLY TECHNOLOGIES  INC,"MONTREAL,QC,CA",NMARINOS,12/17/2020,IS SW Lic no Dwnload
ZEBRASCI INC,"TEMECULA,CA,US",APPROVED,Acceptable,QAGR-402186,RPT-092080,RPT-549305,12/1/2022,CONTRACT LABS,Low,"TESTING ON SURECLICK FOR LUBRICATION SCANNING, SYRINGE DIMENSIONAL MEASUREMENTS, PLUNGER/STOPPER DIMENSIONAL MEASUREMENTS",CLSOPS,GLOBAL,100208036,100208036,ES CONTRACT LABS,ROUTINE TESTING,ZEBRASCI INC,"TEMECULA,CA,US",NMARINOS,2/5/2020,Contract Lab Svcs
MATERIALS CHARACTERIZATION CENTER,"RIOS PIEDRAS,PR,PR",APPROVED,Acceptable,QAGR-402113,PENDING,RPT-547299,09/30/2022,CONTRACT LABS,Low,INVESTIGATION SAMPLES: PARTICLE ID AND FORENSIC MATERIAL CHARACTERIZATION,CLSOPS,GLOBAL,100208058,100164753,ES CONTRACT LABS,ROUTINE TESTING,MATERIALS CHARACTERIZATION CENTER,"SAN JUAN,PR,US",NMARINOS,10/22/2019,Contract Lab Svcs
GATEWAY ANALYTICAL LLC,"GIBSONIA,PA,US",APPROVED,Acceptable,QAGR-401197,AMS-51891,RPT-534411,11/30/2022,CONTRACT LABS,Low,"INVESTIGATIONAL TESTING: PARTICULATE ID, SIZING AND ICP/MS; FOR ELASTOMERS (DIAPHRAGMS, GASKETS, HOSES, ORINGS): TENSILE STRENGTH/ELONGATION TO BREAK, TEAR STRENGTH, RUBBER HARDNESS, AND VOLUME SWELL",CLSOPS,GLOBAL,100208083,100140117,ES CONTRACT LABS,ROUTINE TESTING,GATEWAY ANALYTICAL LLC,"PITTSBURGH,PA,US",NMARINOS,10/26/2017,Contract Lab Svcs
NEW TRANSPORT APPLICATIONS S A  DE C V,"DELEGACIÓN MIGUEL HIDALGO, MX",APPROVED,Acceptable,QAGR-402461,N/A PER SOP-427473,REC-588498,10/24/2022,INTERNATIONAL LOGISTIC SERVICE PROVIDER,High,AREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,WAREH,MXMC,100208828,100208828,MEXICO SUPPLY CHAIN,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,NEW TRANSPORT APPLICATIONS,"DELEGACIÓN MIGUEL HIDALGO, MX",NMARINOS,10/23/2020,Warehousing
PPD DEVELOPMENT LP,"MIDDLETON,WI,US",APPROVED,Acceptable,QAGR-400977,AMS-66488,RPT-549362,11/20/2022,CONTRACT LABS,High,STABILITY TESTING ON CLINICAL DRUG SUBSTANCE AND DRUG PRODUCT; RELEASE TESTING OF DRUG PRODUCT,CLSOPS,GLOBAL,100209392,100063986,ES CONTRACT LABS,ROUTINE TESTING,PPD DEVELOPMENT LLC,"CHICAGO,IL,US",NMARINOS,1/12/2017,Contract Lab Svcs
FAMAR AVE,"AVIONAS, GR",APPROVED,Acceptable,QAGR-401315,AMS-58409,REC-564557,09/30/2022,INTERNATIONAL LOGISTIC SERVICE PROVIDER,High,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,WAREH,GLOBAL,100209410,100136746,GLOBAL DISTRIBUTION,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,FAMAR ANONYMOUS INDUSTRIAL CO,"ALIMOS, GR",NMARINOS,1/9/2017,Warehousing
PATHEON ITALIA SPA,"MONZA MILAN, IT",APPROVED,Acceptable,"QAGR-402131,QAGR-401966,QAGR-402142",AMS-65019/72274,RPT-557918,09/30/2022,CONTRACT MANUFACTURING,High,PHASE III CLINICAL AND COMMERCIAL DP MANUFACTURING AND LAB TESTING,CTRMFG,GLOBAL,100209491,100049959,ES CONTRACT MFG,CONTRACT MANUFACTURERS,PATHEON ITALIA SPA,"MONZA MILAN, IT",GTORRE05,1/7/2017,Contract Mfg
TRANS-O-FLEX THERMOMED GMBH,"WEINHEIM, GR",APPROVED,Acceptable,QAGR-402157,AMS-51982,REC-565884,10/21/2022,TRANSPORT,Medium,TRANSPORTATION INCLUDING ACTIVE TEMPERATURE CONTROL,SHDELS,GLOBAL,100209523,100037845,EU SC DISTRIBUTION AND INNOVATION,TRANSPORT SERVICE PROVIDERS- CONTROLLED TEMPERATURE SHIPMENTS,TRANS O FLEX THERMOMED GMBH & CO KG,"WEINHEIM, DE",NMARINOS,1/1/2017,Ship& Delivery Serv
BSI GROUP THE NETHERLANDS,"AMSTERDAM,08,NL",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,FORM-499188,04/24/2023,MEDICAL DEVICES,Low,NOTIFIED BODY AND REGULATORY ASSESSMENT,DEVICE,GLOBAL,100209779,100209779,"KENT, APRIL",CONTRACTORS & CONSULTANTS- INCLUDING ENGINEERING SERVICES,BSI GROUP THE NETHERLANDS,"AMSTERDAM,08,NL",NMARINOS,5/12/2020,Devices
WOLSELEY INDUSTRIAL GROUP,"WEST CHESTER,OH,US",APPROVED,Acceptable,QAGR-402152,N/A PER SOP-427473,REC-558824,01/31/2023,F&E MAINTENANCE,Low,WOLSELEY INDUSTRIAL GROUP,ETVPS,GLOBAL,100209868,100052688,"WALTNER, JERALD",PCS ELASTOMER,FERGUSON ENTERPRISES INC,"NEWPORT NEWS,VA,US",NMARINOS,05/14/2018,MRO - ETVPS
WOLSELEY INDUSTRIAL GROUP,"WEST CHESTER,OH,US",APPROVED,Acceptable,QAGR-401646,N/A PER SOP-427473,REC-560382,2/3/2023,GENERAL,Low,ASSET SPARE PARTS PROCUREMENT AND STOREROOM MANAGEMENT A.K.A. MRO INTEGRATED SERVICES,MROSUP,GLOBAL,100209868,100052688,GLOBAL FACILITIES OPERATIONS–MIKEEVERETT,MRO GENERAL SUPPLIES,FERGUSON ENTERPRISES INC,"NEWPORT NEWS,VA,US",NMARINOS,2/1/2017,MRO-Supplies
WOLSELEY INDUSTRIAL GROUP,"WEST CHESTER,OH,US",APPROVED,Acceptable,QAGR-402152,N/A PER SOP-427473,REC-558824,01/31/2023,F&E MAINTENANCE,Low,WOLSELEY INDUSTRIAL GROUP,ETVPS,GLOBAL,100209868,100052688,"WALTNER, JERALD",PCS HOSE,FERGUSON ENTERPRISES INC,"NEWPORT NEWS,VA,US",NMARINOS,05/14/2018,MRO - ETVPS
HYDRALUBE IRELAND LIMITED,"ARDAGH,LF,IE",APPROVED,Acceptable,QAGR-402044,N/A PER SOP-427473,REC-560427,05/15/2023,F&E MAINTENANCE,Low,HYDRAULIC AND LUBRICATION SERVICES,MAINT,GLOBAL,100210029,100210029,"MALDONADO, DAISEY",GENERAL & MISC MAINTENANCE SERVICES,HYDRALUBE IRELAND LIMITED,"ARDAGH,LF,IE",NMARINOS,2/1/2017,Maintenance Srv
ELLAB A/S,"HILLEROED, DK",APPROVED,Acceptable,N/A PER SOP-417413,AMS-56277,REC-559755,12/31/2022,CALIBRATION,Low,"WIRELESS TEMPERATURE, PRESSURE, HUMIDITY, CONDUCTIVITY, COMBINATION DATA LOGGERS, AND ELLAB PRTS",INCLSV,GLOBAL,100210234,100136324,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,ELLAB IRELAND LTD,"DUNBOYNE,MT,IE",NMARINOS,02/15/2017,Insp&Calibration Srv
NETWORK PACKAGING GROUP LLC DBA NETWORK PARTNERS,"WARSAW,IN,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-584258,02/22/2023,CONSULTANTS,Low,CONSULTING SERVICES TO PACKAGING AND ENGINEERING DEPARTMENT SUCH AS PACKAGE DESIGN AND ASSIST IN PACKAGE TESTING,GACONS,GLOBAL,100210383,100210383,PACKAGING ENGINEERING/BURMEISTER JEFFREY,MISC GMP CONSULTANTS,NETWORK PACKAGING GROUP LLC,"WARSAW,IN,US",NMARINOS,02/20/2017,OtherG&Aconsult
IRON MOUNTAIN NORGE AS,"VESTBY, NO",APPROVED,Acceptable,QAGR-401081,"REC-576749,577010",REC-577710,6/9/2023,GENERAL,Low,"IRON MOUNTAIN, THROUGH ITS DIVISIONS AND AFFILIATES, PROVIDES VARIOUS RECORDS AND INFORMATION MANAGEMENT SERVICES, INCLUDING THE STORAGE OF RECORDS, PAPER (HARD-COPY), STORAGE OF MEDIA, DOCUMENT SHREDDING SERVIC...[SEE REC-577710 FOR COMPLETE DESCRIPTION]",RECDIM,GLOBAL,100210655,100210655,CORPORATE QUALITY ASSURANCE,ARCHIVING,IRON MOUNTAIN NORGE AS,"VESTBY, NO",NMARINOS,07/15/2021,Rec Inf Mgmt
RKI INSTRUMENTS INC,"UNION CITY,CA,US",APPROVED,Acceptable,QAGR-402188,AMS-51461,REC-556711,01/31/2024,CALIBRATION,Low,RKI INSTRUMENTS GAS DETECTION AND RELATED GAS STANDARDS,INCLSV,GLOBAL,100210811,100210811,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,RKI INSTRUMENTS INC,"UNION CITY,CA,US",NMARINOS,3/12/2017,Insp&Calibration Srv
LYNDEN INTERNATIONAL LOGISTICS CO,"CALGARY,AB,CA",APPROVED,Acceptable,QAGR-401019,AMS-58434,REC-559683,03/29/2023,INTERNATIONAL LOGISTIC SERVICE PROVIDER,High,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISTICS SERVICE PROVIDERS,WAREH,CAMI,100211264,100152545,"GINES MONTES, LUIS",WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,LYNDEN INTL LOGISTICS CO,"TORONTO,ON,CA",GTORRE05,02/27/2017,Warehousing
LYNDEN INTERNATIONAL LOGISTICS CO,"DELTA,BC,CA",APPROVED,Acceptable,QAGR-401019,AMS-58436,REC-559683,03/29/2023,INTERNATIONAL LOGISTIC SERVICE PROVIDER,High,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISTICS SERVICE PROVIDERS,WAREH,CAMI,100211267,100152545,"GINES MONTES, LUIS",WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,LYNDEN INTL LOGISTICS CO,"TORONTO,ON,CA",GTORRE05,02/27/2017,Warehousing
LYNDEN INTERNATIONAL LOGISTICS CO,"VAUGHAN,ON,CA",APPROVED,Acceptable,QAGR-401019,AMS-66480,REC-559683,03/29/2023,INTERNATIONAL LOGISTIC SERVICE PROVIDER,High,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISTICS SERVICE PROVIDERS,WAREH,CAMI,100211270,100152545,"GINES MONTES, LUIS",WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,LYNDEN INTL LOGISTICS CO,"TORONTO,ON,CA",GTORRE05,02/27/2017,Warehousing
GENTECH BIOMEDICAL,"URBANIZACION LA RIVERA SAN JUAN,PR,PR",APPROVED,Acceptable,QAGR-400905,AMS-32973/57166,REC-562346,09/30/2022,CALIBRATION,Low,MICROSCOPES,INCLSV,GLOBAL,100211465,100040428,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,GENTECH BIOMEDICAL SVCS,"SAN JUAN,PR,US",GTORRE05,4/12/2017,Insp&Calibration Srv
DHL GLOBAL FORWARDING NETHERLANDS,"SCHIPHOL, NL",APPROVED,Acceptable,QAGR-401616,AMS-51956,REC-568882,07/30/2022,TRANSPORT,High,TRANSPORTATION INCLUDING ACTIVE TEMPERATURE CONTROL,SHDELS,GLOBAL,100211504,100211414,"RIOS, ROSENDO",TRANSPORT SERVICE PROVIDERS- CONTROLLED TEMPERATURE SHIPMENTS,DHL GLOBAL FORWARDING (NETHERLANDS),"SCHIPHOL ZUID-OOST, NL",NMARINOS,03/23/2017,Ship& Delivery Serv
DSV AIR AND SEA PUERTO RICO,"CAROLINA, PR",APPROVED,Acceptable,QAGR-401592,AMS-41405,REC-569790,11/24/2022,TRANSPORT,High,DSV PROVIDES TEMPERATURE QUALIFIED TRANSPORT.,SHDELS,GLOBAL,100211510,100211510,SUPPLY CHAIN,TRANSPORT SERVICE PROVIDERS- CONTROLLED TEMPERATURE SHIPMENTS,DSV AIR AND SEA PUERTO RICO,"CAROLINA, PR",NMARINOS,03/24/2017,Ship& Delivery Serv
ENTECH ENGINEERING TECHNOLOGIES INC,"RIO PIEDRAS, PR",APPROVED,Acceptable,QAGR-400904,AMS-46377/47039,REC-563609,06/30/2022,CALIBRATION,Low,SEIVERS TOC ANALYZERS,INCLSV,GLOBAL,100211511,100040897,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,FRANCISCO BACO,"GUAYNABO,PR,US",NMARINOS,4/12/2017,Insp&Calibration Srv
BALDA MEDICAL GMBH & CO KG,"BAD OEYNHAUSEN, DE",APPROVED,Acceptable,QAGR-402268,AMS-63737,RPT-564069,6/7/2022,CONTRACT MANUFACTURING,High,MANUFACTURER OF DEVICE COMPONENTS,CTRMFG,GLOBAL,100211886,100211886,ES DEVICE,CONTRACT MANUFACTURERS,BALDA MEDICAL GMBH & CO KG,"BAD OEYNHAUSEN, DE",NMARINOS,06/23/2020,Contract Mfg
ZUELLIG PHARMA SPECIALTY SOLUTIONS GROUP PTE LTD,"SINGAPORE, SG",APPROVED,Acceptable,QAGR-401994,N/A PER SOP-427473,REC-570397,09/30/2022,RETURN AND DESTRUCTION,Low,RETURN AND DESTRUCTION OF AMP/NAMP FOR SITES IN S. KOREA AND HONG KONG,PRDRET,GLOBAL,100212026,100212026,DEVELOPMENT SUPPLY CHAIN,PRODUCT RETURNS AND DESTRUCTION SERVICES,ZUELLIG PHARMA SPECIALTY SOLUTIONS,"SINGAPORE, SG",NMARINOS,08/22/2018,Prod Retrun/Destruct
TRANSCAT INC,"SAN JUAN,PR,US",APPROVED,Acceptable,N/A PER SOP-417413,AMS-66061,REC-563628,12/30/2023,CALIBRATION,Low,"ELECTRICAL, TIME & FREQUENCY, RH, TEMPERATURE, DIMENSIONAL, PRESSURE, SCALES AND BALANCES",INCLSV,GLOBAL,100212232,100061028,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,TRANSCAT INC,"ROCHESTER,NY,US",GTORRE05,03/24/2017,Insp&Calibration Srv
TRANSCAT INC,"AURORA,CO,US",APPROVED,Acceptable,N/A PER SOP-417413,AMS-61926,REC-563632,12/30/2023,CALIBRATION,Low,"ELECTRICAL, DIMENSIONAL, TIME & FREQUENCY, TEMPERATURE, HUMIDITY, BALANCES/SCALES,TORQUE, PRESSURE/VACUUM, TACHOMETERS, FORCE",INCLSV,GLOBAL,100212233,100061028,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,TRANSCAT INC,"ROCHESTER,NY,US",GTORRE05,03/24/2017,Insp&Calibration Srv
NITTO DENKO AVECIA INC,"MILFORD,MA,US",APPROVED,Acceptable,QAGR-402282,AMS-62121,RPT-548200,11/30/2022,CONTRACT MANUFACTURING,High,"EARLY PHASE CLINICAL DRUG SUBSTANCE MANUFACTURING, LABORATORY TESTING, AND STABILITY",CTRMFG,GLOBAL,100212437,100212437,ES XPD,CONTRACT MANUFACTURERS,NITTO DENKO AVECIA INC,"MILFORD,MA,US",NMARINOS,11/7/2019,Contract Mfg
MICRO FOCUS LLC,"SANTA CLARA,CA,US",PROVISIONL,Acceptable with additional oversight,QAGR-402620,REC-634328/634329,REC-585952,08/31/2022,COMPUTERIZED SYSTEM,Medium,HOSTED SOFTWARE FOR GMP COMPUTERIZED SYSTEMS.,ISOSRV,GLOBAL,100212517,100212517,ASN0247616,IS INTEGRATED SERVICES - HOSTED SERVICES,MICRO FOCUS LLC,"SANTA CLARA,CA,US",GTORRE05,2/1/2022,IS Outsourced Serv
MICRO FOCUS LLC,"SANTA CLARA,CA,US",PROVISIONL,Acceptable with additional oversight,N/A PER SOP-416524,N/A PER SOP-416524,REC-585952,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSME,GLOBAL,100212517,100212517,ASN0247616,"IS - SOFTWARE MAINTENANCE, ELECTRONIC - GMP",MICRO FOCUS LLC,"SANTA CLARA,CA,US",GTORRE05,9/8/2021,IS Sftwre Maint-Elec
MICRO FOCUS LLC,"SANTA CLARA,CA,US",PROVISIONL,Acceptable with additional oversight,N/A PER SOP-416524,N/A PER SOP-416524,REC-585952,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSM,GLOBAL,100212517,100212517,ASN0247616,SOFTWARE MAINTENANCE - ON TANGIBLE MEDIA,MICRO FOCUS LLC,"SANTA CLARA,CA,US",GTORRE05,9/8/2021,IS Software Maint
MICRO FOCUS LLC,"SANTA CLARA,CA,US",PROVISIONL,Acceptable with additional oversight,N/A PER SOP-416524,N/A PER SOP-416524,REC-585952,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSLDL,GLOBAL,100212517,100212517,ASN0247616,SOFTWARE LICENSE DOWNLOAD VIA ELECTRONIC DOWNLOAD,MICRO FOCUS LLC,"SANTA CLARA,CA,US",GTORRE05,9/8/2021,IS SW Lic Download
MICRO FOCUS LLC,"SANTA CLARA,CA,US",PROVISIONL,Acceptable with additional oversight,N/A PER SOP-416524,N/A PER SOP-416524,REC-585952,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSLND,GLOBAL,100212517,100212517,ASN0247616,SOFTWARE LICENSE DOWNLOAD VIA PHYSICAL MEDIA,MICRO FOCUS LLC,"SANTA CLARA,CA,US",GTORRE05,9/8/2021,IS SW Lic no Dwnload
METTLER-TOLEDO RAININ LLC,"NEWTON,MA,US",APPROVED,Acceptable,QAGR-402080,AMS-53745,REC-563344,5/8/2022,CALIBRATION,Medium,PIPETTES,INCLSV,GLOBAL,100212892,100049471,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,RAININ INSTRUMENT LLC,"PASADENA,CA,US",KMCKIERN,5/4/2017,Insp&Calibration Srv
ENVIRONMENTAL HEALTH AND SAFETY SERVICES,"TRACY,CA,US",APPROVED,Acceptable,QAGR-402080,AMS-47040,REC-563688,12/31/2023,CALIBRATION,Low,RADIATION COUNTERS,INCLSV,GLOBAL,100212954,100119605,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,ENVIRONMENTAL HEALTH & SAFETY,"ANAHEIM,CA,US",NMARINOS,04/15/2017,Insp&Calibration Srv
BUSHU PHARMACEUTICALS LTD,"KAWAGOE-SHI,11,JP",APPROVED,Acceptable,QAGR-401674,AMS-60412,REC-556442,10/31/2022,CONTRACT LABS,High,CONTRACT LABORATORY SERVICES FOR LABORATORY SUPPORT SERVICE AND PRODUCT QUALITY TESTING,CLSOPS,GLOBAL,100212979,100207290,IDQ,ROUTINE TESTING,武州製薬株式会社,"埼玉県, JP",NMARINOS,11/20/2018,Contract Lab Svcs
BUSHU PHARMACEUTICALS LTD,"KAWAGOE-SHI,11,JP",APPROVED,Acceptable,"QAGR-401674, QAGR-402602","AMS-58390, 60412",RPT-550302,01/15/2023,CONTRACT MANUFACTURING,High,CONTRACT PACKAGING OF COMMERCIAL PRODUCTS,CTRMFG,GLOBAL,100212979,100207290,"SUPPLY CHAIN, AMGEN JAPAN",CONTRACT MANUFACTURERS,武州製薬株式会社,"埼玉県, JP",GTORRE05,05/23/2017,Contract Mfg
UPS COLOGNE HUB,"COLOGNE, DE",APPROVED,Acceptable,QAGR-401149,AMS-49222,REC-561568,05/25/2023,TRANSPORT,Medium,DISTRIBUTION OF SMALL PARCEL COMMERCIAL & CLINICAL SHIPMENTS IN EUROPE,SHDELS,NETB,100213129,100008937,GLOBAL SUPPLY HUB EUROPE,TRANSPORT SERVICE PROVIDERS,UNITED PARCEL SERVICE NEDERLAND BV,"HOOFDDORP, NL",NMARINOS,5/5/2017,Ship& Delivery Serv
AGILENT TECHNOLOGIES INC NASD DIVI,"BOULDER,CO,US",APPROVED,Acceptable,QAGR-402042,AMS-62224,RPT-549340,12/30/2022,CONTRACT MANUFACTURING,High,"EARLY PHASE CLINICAL DRUG SUBSTANCE MANUFACTURING, DS/DP RELEASE AND STABILITY TESTING",CTRMFG,GLOBAL,100213296,100213296,ES XPD,CONTRACT MANUFACTURERS,AGILENT TECHNOLOGIES INC NASD DIVI,"BOULDER,CO,US",NMARINOS,7/5/2017,Contract Mfg
IRON MOUNTAIN COLOMBIA S.A.S,"BOGOTA D.C., CO",APPROVED,Acceptable,QAGR-401081,"REC-576749,577010",REC-577710,6/9/2023,GENERAL,Low,"IRON MOUNTAIN, THROUGH ITS DIVISIONS AND AFFILIATES, PROVIDES VARIOUS RECORDS AND INFORMATION MANAGEMENT SERVICES, INCLUDING THE STORAGE OF RECORDS, PAPER (HARD-COPY), STORAGE OF MEDIA, DOCUMENT SHREDDING SERVIC...[SEE REC-577710 FOR COMPLETE DESCRIPTION]",RECDIM,GLOBAL,100213346,100213346,CORPORATE QUALITY ASSURANCE,ARCHIVING,IRON MOUNTAIN COLOMBIA S.A.S,"BOGOTA D.C., CO",NMARINOS,07/15/2021,Rec Inf Mgmt
KALIBRA INTERNATIONAL B V,"DELFT, NL",APPROVED,Acceptable,N/A PER SOP-417413,AMS-59925,REC-562319,08/31/2023,CALIBRATION,Low,"ELECTRICAL, DIMENSIONAL, MASS, VOLUME, PRESSURE, TORQUE, LIQUID FLOW, TEMPERATURE, HYGROMETERS",INCLSV,GLOBAL,100213462,100160827,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,KALIBRA COFELY,"DELFT, NL",CJULARBA,4/7/2022,Insp&Calibration Srv
ZUELLIG PHARMA KOREA LTD CLINICAL TRIAL TEAM,"GYEONGGIDONG RO, KR",APPROVED,Acceptable,QAGR-401994,N/A PER SOP-427473,REC-570397,09/30/2022,RETURN AND DESTRUCTION,Low,RETURN AND DESTRUCTION OF AMP/NAMP FOR SITES IN S. KOREA AND HONG KONG,PRDRET,GLOBAL,100213558,100212026,DEVELOPMENT SUPPLY CHAIN,PRODUCT RETURNS AND DESTRUCTION SERVICES,ZUELLIG PHARMA SPECIALTY SOLUTIONS,"SINGAPORE, SG",NMARINOS,06/15/2017,Prod Retrun/Destruct
ZUELLIG PHARMA LTD,"HONG KONG,NT,HK",APPROVED,Acceptable,QAGR-401994,N/A PER SOP-427473,REC-570397,09/30/2022,RETURN AND DESTRUCTION,Low,RETURN AND DESTRUCTION OF AMP/NAMP FOR SITES IN S. KOREA AND HONG KONG,PRDRET,GLOBAL,100213559,100212026,DEVELOPMENT SUPPLY CHAIN,PRODUCT RETURNS AND DESTRUCTION SERVICES,ZUELLIG PHARMA SPECIALTY SOLUTIONS,"SINGAPORE, SG",NMARINOS,06/15/2017,Prod Retrun/Destruct
ZUELLIG PHARMA LTD,"HONG KONG,NT,HK",APPROVED,Acceptable,QAGR-401999,AMS-58471,REC-558069,11/2/2022,INTERNATIONAL LOGISTIC SERVICE PROVIDER,Medium,"THE VENDOR IS AMGEN HONG KONG LOGISTICS SERVICE PROVIDER WHICH PROVIDE LABELING, DISTRIBUTION, STORAGE AND RETURNS AND DESTRUCTION SERVICE FOR AMGEN HONG KONG LTD",WAREH,CNHK,100213559,100212026,SEA SUPPLY CHAIN,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,ZUELLIG PHARMA SPECIALTY SOLUTIONS,"SINGAPORE, SG",NMARINOS,2/7/2019,Warehousing
ISOLAB (S) PTE LTD,"SINGAPORE, SG",APPROVED,Acceptable,N/A PER SOP-417413,AMS-40666,REC-559938,04/25/2023,CALIBRATION,Low,"TEMPERATURE, RADIATION THERMOMETERS, AND RELATIVE HUMIDITY, TEMPERATURE VIA SIMULATION, AND PRESSURE",INCLSV,GLOBAL,100213614,100213614,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,ISOLAB (S) PTE LTD,"SINGAPORE, SG",NMARINOS,10/23/2017,Insp&Calibration Srv
HARRO HOEFLIGER VERPACKUNGSMASCHINE GMBH,"ALLMERSBACH IM TAL, DE",APPROVED,Acceptable,QAGR-401854,N/A PER SOP-430398,REC-607027,03/19/2024,F&E MAINTENANCE,Low,GENERAL MAINTENANCE ASSEMBLY & PACKAGING EQUIPMENT,MAINT,GLOBAL,100213765,100213765,"VAN GEEL, JOHN",OEM (ORIGINAL EQUIPMENT MANUFACTURER) SERVICES,HARRO HOEFLIGER VERPACKUNGSMASCHINE,"ALLMERSBACH IM TAL, DE",NMARINOS,03/19/2021,Maintenance Srv
